,Titulo,Data,URL da noticia
105,El Banco Central anunció nuevos billetes que se imprimirán sin animales,07-01-2020,https://www.perfil.com/noticias/economia/banco-central-anuncio-nuevos-billetes-que-se-imprimiran-sin-animales.phtml
106,"Juanfer Quintero intenta volver a ser luego de los tres episodios que 
alteraron sus días",07-01-2020,https://www.infobae.com/deportes-2/2020/01/07/juanfer-quintero-intenta-volver-a-ser-luego-de-los-tres-episodios-que-alteraron-sus-dias/
107,Otra empresa en default: Dulcor comunicó que entró en cesación de pagos,07-01-2020,https://www.cronista.com/apertura-negocio/empresas/Otra-empresa-en-default-Dulcor-comunico-que-entro-en-cesacion-de-pagos-20200107-0004.html
108,"El Gobierno le quitó las credenciales diplomáticas a Elisa Trotta Gamus, 
embajadora de Guaidó",07-01-2020,https://www.perfil.com/noticias/politica/el-gobierno-le-quito-las-credenciales-diplomaticas-a-elisa-trotta-gamus-embajadora-de-guaido.phtml
109,La Asamblea aprobó la Ley de Emprendimiento e Innovación,07-01-2020,https://www.elcomercio.com/actualidad/negocios/asamblea-aprobacion-ley-emprendimiento-innovacion.html
110,"'The New Mutants', la película 'maldita' de 'X-Men', estrena un ...",07-01-2020,https://www.elcomercio.com/tendencias/cine/trailer-new-mutants-pelicula-estreno.html
111,"Comandante general, que dirigió a los policías en las ...",07-01-2020,https://www.elcomercio.com/actualidad/seguridad/renuncia-comandante-general-policias-protestas.html
112,Tatamuez dice en la Fiscalía que ningún periodista fue ...,07-01-2020,https://www.larepublica.ec/blog/2020/01/07/tatamuez-dice-fiscalia-ningun-periodista-fue-secuestrado/
113,"Cómo América Latina puede salir de la “década perdida” y recuperar el 
crecimiento económico",07-01-2020,https://www.bbc.com/mundo/noticias-50861760
114,Denuncian unos 3000 feminicidios entre 2010 y 2019 en ...,07-01-2020,https://www.telesurtv.net/news/feminicidios-argentina-casos-mujeres-20200106-0037.html
115,"Mujer denuncia en Twitter a funcionario del IESS, que ...",07-01-2020,https://www.elcomercio.com/tendencias/sociedad/mujer-denuncia-twitter-funcionario-iess.html
116,Acrobacias con el balón busca ser muy competitivo,07-01-2020,https://www.eluniverso.com/deportes/2020/01/07/nota/7678674/acrobacias-balon-busca-ser-muy-competitivo/
117,Turkish Bank Interest Cash Flow Shows Asset Quality Under ...,07-01-2020,https://bondsloans.com/news/fitch-ratings-turkish-bank-interest-cash-flow-shows-asset-quality-pressure
118,¿Los Hub son dinamizadores del turismo? » Nicolás Larenas,07-01-2020,https://www.nlarenas.com/2020/01/hub-dinamizadores-del-turismo/
119,"Discordia entre los grandes del fútbol argentino por el reinicio del 
torneo: cuál es la postura de cada uno",08-01-2020,https://www.infobae.com/deportes/2020/01/09/discordia-entre-los-grandes-del-futbol-argentino-por-el-reinicio-del-torneo-cual-es-la-postura-de-cada-uno/
120,Encuesta: qué opinan los argentinos de Donald Trump,08-01-2020,https://www.perfil.com/noticias/internacional/encuesta-que-opinan-argentinos-donald-trump.phtml
121,"Argentina, en el escalón más alto de presión impositiva a la producción",08-01-2020,https://www.eldia.com/nota/2020-1-8-3-8-58-argentina-en-el-escalon-mas-alto-de-presion-impositiva-a-la-produccion-politica-y-economia
122,"Video: Asus ROG presenta sus nuevas computadoras, con diseño compatible 
para el juego y el día a día",08-01-2020,https://www.clarin.com/tecnologia/video-asus-rog-presenta-nuevas-computadoras-diseno-compatible-juego-dia-dia_3_0lXD-00o.html
123,"Cobrar en tiempos de crisis: qué están haciendo las pymes y qué recomiendan 
los especialistas",08-01-2020,https://www.cronista.com/pyme/negocios-pyme/Cobrar-en-tiempos-de-crisis-que-estan-haciendo-las-pymes-y-que-recomiendan-los-especialistas-20200108-0003.html
124,"Ahorro en la playa: beneficios bancarios para disfrutar el verano 2020 en 
la Costa",08-01-2020,https://www.cronista.com/finanzas-mercados/Ahorro-en-la-playa-beneficios-bancarios-para-disfrutar-el-verano-2020-en-la-Costa-20200108-0055.html
125,Criba crece basada en la innovación y el trabajo en equipo,08-01-2020,https://www.clarin.com/arq/criba-crece-basada-innovacion-trabajo-equipo_0_6mw2QHPK.html
126,"De La Academia a las críticas por su peso: las implacables respuestas de 
Danna Paola a sus escándalos",08-01-2020,https://www.infobae.com/america/mexico/2020/01/08/de-la-academia-a-las-criticas-por-su-peso-las-implacables-respuestas-de-danna-paola-a-sus-escandalos/
127,Tres ejes para lograr una globalización más justa,08-01-2020,https://www.cronista.com/columnistas/Tres-ejes-para-lograr-una-globalizacion-mas-justa-20200108-0052.html
128,"Recorría las playas de Florida con un detector de metales y encontró una 
mina de la Segunda Guerra Mundial",08-01-2020,https://www.clarin.com/sociedad/recorria-playas-florida-detector-metales-encontro-mina-segunda-guerra-mundial_0_OCouOXB3.html
